epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,33.4559,0.63251,0.97634,0.99597,0.89922,0.63786,0.90564,0.7908,0.45292,1.74856,0.79008,0.000804661,0.000804661,0.000804661
20,35.7585,0.64644,1.09801,1.0207,0.91937,0.81584,0.95156,0.83845,0.45276,1.60204,0.7981,0.000821501,0.000821501,0.000821501
21,36.6045,0.68838,1.03192,1.03963,1,0.76474,0.97658,0.79973,0.76877,1.52727,1.04208,0.0008357,0.0008357,0.0008357
22,37.4238,0.6293,0.94375,0.96911,1,0.60688,0.98567,0.83599,0.61518,1.64526,0.91774,0.000847259,0.000847259,0.000847259
23,38.7059,0.59724,0.93373,0.97188,1,0.56841,0.90996,0.78284,0.51402,2.43007,0.85295,0.000856178,0.000856178,0.000856178
24,43.247,0.6392,0.92601,0.99299,0.99311,0.5,0.79704,0.67523,0.50579,3.13392,0.81884,0.000862456,0.000862456,0.000862456
25,44.0527,0.58937,0.89018,0.96151,0.99275,0.5,0.71935,0.60809,0.51364,3.32089,0.81484,0.000866093,0.000866093,0.000866093
26,44.857,0.57682,0.89103,0.96972,0.99255,0.5,0.65656,0.56889,0.50194,2.94808,0.80735,0.000841835,0.000841835,0.000841835
27,45.6842,0.52961,0.81768,0.933,0.99299,0.5,0.60553,0.56044,0.44335,2.6531,0.78259,0.000808828,0.000808828,0.000808828
28,48.2585,0.5216,0.81803,0.95544,0.99314,0.5,0.60337,0.56873,0.44149,2.48231,0.76682,0.000775822,0.000775822,0.000775822
29,51.4941,0.57246,0.79656,0.96868,0.99267,0.5,0.64818,0.60993,0.38169,2.36847,0.74353,0.000742815,0.000742815,0.000742815
30,52.3015,0.58607,0.86189,0.94009,0.99256,0.5,0.67105,0.59609,0.4173,2.39632,0.76677,0.000709809,0.000709809,0.000709809
31,53.1142,0.49938,0.80454,0.93921,0.99268,0.5,0.69508,0.58058,0.39523,2.34108,0.76761,0.000676802,0.000676802,0.000676802
32,53.9542,0.47451,0.81783,0.91499,0.9924,0.5,0.67429,0.56241,0.36959,2.31859,0.76066,0.000643795,0.000643795,0.000643795
33,57.7965,0.53834,0.8458,0.9483,0.99247,0.5,0.64533,0.57306,0.36287,2.38288,0.7492,0.000610789,0.000610789,0.000610789
34,59.8055,0.53129,0.76879,0.91663,0.99265,0.5,0.6156,0.54494,0.38686,2.41203,0.75294,0.000577782,0.000577782,0.000577782
35,60.6196,0.53122,0.7446,0.91236,0.99297,0.5,0.7051,0.64877,0.41739,2.45124,0.76532,0.000544776,0.000544776,0.000544776
36,61.451,0.49083,0.73696,0.91154,0.99319,0.5,0.79977,0.73651,0.41322,2.50405,0.76403,0.000511769,0.000511769,0.000511769
37,63.0072,0.47632,0.76601,0.93398,0.99344,0.5,0.869,0.80227,0.40397,2.58356,0.76356,0.000478762,0.000478762,0.000478762
38,67.2807,0.43131,0.65972,0.87574,1,0.56802,0.91213,0.83186,0.45149,2.63471,0.78727,0.000445756,0.000445756,0.000445756
39,68.1295,0.50074,0.71501,0.93282,1,0.5681,0.92513,0.82391,0.46444,2.58405,0.81219,0.000412749,0.000412749,0.000412749
40,68.9319,0.49837,0.80357,0.94632,0.99345,0.5,0.88527,0.78639,0.44937,2.58655,0.81788,0.000379743,0.000379743,0.000379743
41,70.6645,0.36015,1.09091,0.83789,1,0.5681,0.90174,0.82878,0.41197,2.59851,0.786,0.000346736,0.000346736,0.000346736
42,71.5331,0.3884,1.01354,0.86914,1,0.56833,0.91571,0.86153,0.36583,2.415,0.74786,0.000313729,0.000313729,0.000313729
43,73.2343,0.33731,0.90307,0.85384,1,0.56829,0.90603,0.87815,0.31174,2.26432,0.71523,0.000280723,0.000280723,0.000280723
44,76.9343,0.33764,0.93017,0.84814,1,0.56868,0.90037,0.84166,0.3808,2.26498,0.73069,0.000247716,0.000247716,0.000247716
45,77.8094,0.35005,0.91993,0.85108,1,0.56852,0.89827,0.83969,0.39448,2.27598,0.73857,0.00021471,0.00021471,0.00021471
46,78.6255,0.30583,0.94337,0.83184,1,0.56831,0.90355,0.85394,0.39055,2.23592,0.73176,0.000181703,0.000181703,0.000181703
47,79.4474,0.30454,0.90952,0.8397,1,0.56827,0.91048,0.8484,0.36363,2.16455,0.72271,0.000148696,0.000148696,0.000148696
48,81.0976,0.32535,0.93375,0.86945,1,0.56815,0.92257,0.85927,0.35045,2.13107,0.71956,0.00011569,0.00011569,0.00011569
49,85.2828,0.31704,0.86429,0.83673,1,0.56815,0.93717,0.87597,0.34789,2.13098,0.71694,8.26832e-05,8.26832e-05,8.26832e-05
50,86.1314,0.2742,0.85577,0.84825,1,0.56823,0.94454,0.88305,0.3432,2.14237,0.71457,4.96766e-05,4.96766e-05,4.96766e-05
