epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,29.3111,1.20179,1.53339,1.60578,0.79712,0.60541,0.61954,0.5237,1.52776,3.11751,2.25337,0.000676802,0.000676802,0.000676802
32,30.1596,1.11907,1.54298,1.47549,0.7838,0.55929,0.59648,0.47764,1.69963,3.11495,2.34619,0.000643795,0.000643795,0.000643795
33,30.9916,1.14259,1.60416,1.51408,0.76965,0.51594,0.50942,0.40949,1.75994,3.00367,2.57704,0.000610789,0.000610789,0.000610789
34,31.822,1.16826,1.50975,1.50304,0.7712,0.52024,0.57668,0.41868,1.87816,2.75851,2.95935,0.000577782,0.000577782,0.000577782
35,32.6482,1.05329,1.44803,1.41173,0.79162,0.58637,0.54859,0.4315,1.75405,2.45354,2.84312,0.000544776,0.000544776,0.000544776
36,33.4735,1.07035,1.3894,1.41457,0.79057,0.58273,0.56696,0.42425,1.81317,2.40787,2.89975,0.000511769,0.000511769,0.000511769
37,34.298,1.2769,1.63444,1.63963,0.79479,0.59734,0.61519,0.42745,1.94775,2.4291,2.99709,0.000478762,0.000478762,0.000478762
38,35.1252,1.08751,1.3669,1.43503,0.77042,0.53846,0.68709,0.48299,1.86019,2.28224,2.91575,0.000445756,0.000445756,0.000445756
39,35.9508,1.06195,1.49678,1.43157,0.79498,0.59802,0.78668,0.61755,1.70791,2.08866,2.80874,0.000412749,0.000412749,0.000412749
40,36.7911,1.07046,1.42402,1.45789,0.70167,0.53846,0.84986,0.66275,1.62125,1.98324,2.67498,0.000379743,0.000379743,0.000379743
41,39.0732,0.96825,1.74224,1.41179,0.70331,0.53846,0.83085,0.6239,1.74181,1.98567,2.80245,0.000346736,0.000346736,0.000346736
42,40.0582,0.91444,1.53583,1.36411,0.71362,0.53846,0.81298,0.53757,1.86414,2.2396,2.82813,0.000313729,0.000313729,0.000313729
43,40.9672,0.91068,1.50475,1.38383,0.74909,0.53846,0.66011,0.4645,1.92018,2.50458,2.81425,0.000280723,0.000280723,0.000280723
44,41.8344,0.91875,1.62717,1.33065,0.74201,0.53846,0.56119,0.42899,1.83053,2.67886,2.67929,0.000247716,0.000247716,0.000247716
45,42.7019,0.81131,1.4533,1.26498,0.74572,0.53846,0.53177,0.45693,1.68027,2.62871,2.54054,0.00021471,0.00021471,0.00021471
46,43.5523,0.90308,1.53465,1.33315,0.75534,0.53846,0.52833,0.47556,1.64521,2.57045,2.50349,0.000181703,0.000181703,0.000181703
47,44.4105,0.73491,1.49612,1.23627,0.75703,0.53846,0.55591,0.50253,1.66543,2.51949,2.50701,0.000148696,0.000148696,0.000148696
48,45.2478,0.78073,1.45728,1.22758,0.7663,0.53846,0.57992,0.52387,1.65757,2.44686,2.50044,0.00011569,0.00011569,0.00011569
49,46.0884,0.72214,1.40008,1.1851,1,0.51082,0.61279,0.55149,1.63913,2.38358,2.4914,8.26832e-05,8.26832e-05,8.26832e-05
50,46.9204,0.73818,1.45316,1.21883,0.77041,0.53846,0.61908,0.55233,1.61108,2.33572,2.46742,4.96766e-05,4.96766e-05,4.96766e-05
