epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,65.4121,0.35241,0.64045,0.87995,1,0.59555,0.995,0.995,0.23256,1.90105,0.76561,0.000412749,0.000412749,0.000412749
40,66.172,0.34211,0.67216,0.87182,1,0.59571,0.995,0.995,0.21876,1.87271,0.74838,0.000379743,0.000379743,0.000379743
41,68.0198,0.24787,1.04521,0.7966,1,0.59571,0.995,0.995,0.21876,1.87271,0.74838,0.000346736,0.000346736,0.000346736
42,68.8889,0.24294,1.01718,0.80534,1,0.59557,0.995,0.97903,0.20467,1.84281,0.74363,0.000313729,0.000313729,0.000313729
43,71.8685,0.23924,0.97851,0.76845,1,0.59571,0.995,0.98003,0.19262,1.9013,0.73218,0.000280723,0.000280723,0.000280723
44,75.3827,0.23032,0.94724,0.77433,1,0.59524,0.98591,0.98591,0.19,2.00029,0.73037,0.000247716,0.000247716,0.000247716
45,76.1416,0.2224,0.96789,0.75431,1,0.59524,0.98591,0.98591,0.19,2.00029,0.73037,0.00021471,0.00021471,0.00021471
46,76.917,0.20767,0.92581,0.79605,1,0.59513,0.96167,0.96167,0.18874,2.06632,0.72823,0.000181703,0.000181703,0.000181703
47,77.718,0.2172,0.94761,0.81918,1,0.59518,0.98591,0.98591,0.1882,2.06117,0.73068,0.000148696,0.000148696,0.000148696
48,81.3582,0.20382,0.93746,0.80253,1,0.59545,0.995,0.995,0.1916,2.06833,0.73374,0.00011569,0.00011569,0.00011569
49,83.6078,0.19079,0.91066,0.77306,1,0.59545,0.995,0.995,0.1916,2.06833,0.73374,8.26832e-05,8.26832e-05,8.26832e-05
50,84.3752,0.20251,0.92931,0.78887,1,0.59559,0.995,0.995,0.19209,2.08944,0.73377,4.96766e-05,4.96766e-05,4.96766e-05
