epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,40.1007,0.35245,0.67371,0.87716,0.99259,0.5,0.70863,0.66667,0.28699,2.18676,0.76593,0.000862456,0.000862456,0.000862456
25,44.2625,0.35852,0.64143,0.8681,1,0.56734,0.83574,0.83574,0.28317,2.20898,0.74877,0.000866093,0.000866093,0.000866093
26,45.096,0.37388,0.66449,0.89468,1,0.56763,0.97167,0.93678,0.30787,2.14159,0.75209,0.000841835,0.000841835,0.000841835
27,45.8963,0.36168,0.65703,0.8827,1,0.56765,0.95658,0.92147,0.33538,2.13152,0.7676,0.000808828,0.000808828,0.000808828
28,46.6987,0.37258,0.65491,0.8834,1,0.5682,0.96265,0.90484,0.31336,1.9864,0.75195,0.000775822,0.000775822,0.000775822
29,47.5343,0.39933,0.65155,0.87993,0.99318,0.5,0.90333,0.88439,0.28117,1.92436,0.73821,0.000742815,0.000742815,0.000742815
30,49.704,0.35567,0.62207,0.86075,0.99335,0.5,0.89566,0.88301,0.25743,1.94513,0.73055,0.000709809,0.000709809,0.000709809
31,53.3599,0.3435,0.63094,0.88869,1,0.56829,0.93066,0.89534,0.22825,1.88722,0.72688,0.000676802,0.000676802,0.000676802
32,54.2018,0.34863,0.63636,0.8853,1,0.5682,0.91293,0.89933,0.22377,1.96298,0.73097,0.000643795,0.000643795,0.000643795
33,55.0417,0.37358,0.62567,0.92139,0.99322,0.5,0.92709,0.91016,0.27463,2.01464,0.74156,0.000610789,0.000610789,0.000610789
34,55.8976,0.35962,0.58628,0.8507,0.99327,0.5,0.93215,0.9164,0.27315,2.07126,0.74637,0.000577782,0.000577782,0.000577782
35,59.7303,0.31498,0.56162,0.84694,1,0.56872,0.96292,0.95185,0.24717,2.05525,0.73796,0.000544776,0.000544776,0.000544776
36,61.7263,0.33352,0.57617,0.86316,1,0.56908,0.98125,0.97034,0.22676,2.03072,0.72635,0.000511769,0.000511769,0.000511769
37,62.5391,0.33316,0.61282,0.8631,1,0.56929,0.99033,0.97959,0.22577,1.96487,0.72386,0.000478762,0.000478762,0.000478762
38,63.3653,0.30958,0.55644,0.84634,1,0.56931,0.98625,0.97553,0.21994,1.79611,0.72619,0.000445756,0.000445756,0.000445756
39,64.8465,0.31317,0.54767,0.87903,1,0.56954,0.99033,0.97958,0.21212,1.72114,0.72507,0.000412749,0.000412749,0.000412749
40,69.1837,0.34798,0.55355,0.89574,1,0.56964,0.99033,0.97958,0.19534,1.6692,0.72012,0.000379743,0.000379743,0.000379743
41,70.9946,0.24505,0.93329,0.78004,1,0.6245,0.99033,0.97689,0.19262,1.58091,0.71875,0.000346736,0.000346736,0.000346736
42,71.8471,0.2463,0.81784,0.80612,1,0.60558,0.98625,0.96717,0.20089,1.65925,0.72952,0.000313729,0.000313729,0.000313729
43,72.6966,0.24318,0.81788,0.81916,1,0.56979,0.98625,0.96771,0.20577,1.75569,0.73098,0.000280723,0.000280723,0.000280723
44,75.6969,0.22812,0.8754,0.81189,1,0.56745,0.995,0.98245,0.20318,1.97765,0.7299,0.000247716,0.000247716,0.000247716
45,78.5203,0.20774,0.80014,0.80351,1,0.56725,0.97625,0.96329,0.20623,2.07684,0.73493,0.00021471,0.00021471,0.00021471
46,79.3848,0.20497,0.8004,0.79711,1,0.56777,0.98567,0.97359,0.21566,2.03926,0.73398,0.000181703,0.000181703,0.000181703
47,80.2122,0.20111,0.76131,0.82803,1,0.56786,0.97765,0.96618,0.21739,2.05795,0.72963,0.000148696,0.000148696,0.000148696
48,81.0619,0.1945,0.76191,0.81131,1,0.5679,0.9642,0.95364,0.218,2.09485,0.72916,0.00011569,0.00011569,0.00011569
49,81.9316,0.19016,0.70675,0.80702,1,0.56796,0.9642,0.95364,0.21094,2.13221,0.72725,8.26832e-05,8.26832e-05,8.26832e-05
50,85.978,0.1819,0.71126,0.81326,1,0.56806,0.9442,0.93328,0.21069,2.1754,0.72735,4.96766e-05,4.96766e-05,4.96766e-05
